time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010461500000	-24.3337	-6.64704	4.84246	2.31039	-0.557216	lidar	2.94439	-24.2574	-6.4352	-24.347	-6.71823	-3.24166	3.54138
1477010461550000	-24.5007	-6.47072	4.84382	2.27575	-0.585194	radar	3.41985	-24.788	-7.18367	-24.5066	-6.53896	-3.14289	3.62873
1477010461600000	-24.6052	-6.31613	4.78195	2.2423	-0.596599	lidar	5.62305	-24.3008	-6.43799	-24.6612	-6.35538	-3.0418	3.71347
1477010461650000	-24.7469	-6.1251	4.78044	2.2128	-0.592265	radar	0.317006	-24.6108	-6.00878	-24.8107	-6.16764	-2.93846	3.79553
1477010461700000	-24.9248	-5.93187	4.80718	2.19451	-0.575886	lidar	2.55265	-25.146	-5.91902	-24.955	-5.97587	-2.83295	3.87484
1477010461750000	-25.0557	-5.72755	4.80878	2.16629	-0.565777	radar	1.85122	-24.8975	-5.02285	-25.094	-5.7802	-2.72537	3.95132
1477010461800000	-25.19	-5.55273	4.78839	2.14559	-0.558864	lidar	0.474121	-25.1941	-5.64372	-25.2276	-5.58079	-2.61581	4.02492
1477010461850000	-25.3445	-5.36717	4.79075	2.14632	-0.493135	radar	1.26884	-25.5328	-5.4399	-25.3556	-5.37777	-2.50435	4.09557
1477010461900000	-25.4863	-5.15248	4.81049	2.12313	-0.489481	lidar	0.51259	-25.5713	-5.10241	-25.4779	-5.1713	-2.39109	4.16322
1477010461950000	-25.6199	-4.97024	4.79491	2.12421	-0.42704	radar	6.16389	-25.0178	-6.55904	-25.5946	-4.96152	-2.27613	4.22781
1477010462000000	-25.738	-4.79343	4.76589	2.10766	-0.423801	lidar	0.730494	-25.6952	-4.89995	-25.7055	-4.7486	-2.15956	4.2893
1477010462050000	-25.8576	-4.58675	4.76673	2.08867	-0.416292	radar	0.122696	-25.8162	-4.40681	-25.8105	-4.53268	-2.04149	4.34764
1477010462100000	-25.9685	-4.35447	4.78643	2.06082	-0.423265	lidar	0.453895	-25.9516	-4.26659	-25.9096	-4.31392	-1.92202	4.40279
1477010462150000	-26.0744	-4.13399	4.79218	2.00468	-0.528966	radar	11.3936	-26.8953	-4.43966	-26.0027	-4.0925	-1.80125	4.45471
1477010462200000	-26.1608	-3.86456	4.83469	1.96364	-0.543368	lidar	2.07884	-26.1198	-3.67723	-26.0897	-3.86856	-1.67928	4.50337
1477010462250000	-26.2332	-3.62974	4.83844	1.9035	-0.633069	radar	3.30835	-26.5652	-3.85723	-26.1706	-3.64227	-1.55623	4.54875
1477010462300000	-26.2584	-3.36435	4.8493	1.84759	-0.66086	lidar	4.40476	-25.9974	-3.24722	-26.2453	-3.41381	-1.4322	4.59081
1477010462350000	-26.3085	-3.12415	4.8515	1.80071	-0.694257	radar	0.241603	-26.2976	-3.01078	-26.3138	-3.18332	-1.30729	4.62954
1477010462400000	-26.3305	-2.8834	4.84316	1.75486	-0.708119	lidar	1.29071	-26.1741	-2.87885	-26.376	-2.95098	-1.18162	4.66493
1477010462450000	-26.3915	-2.65718	4.83606	1.73898	-0.665016	radar	1.62336	-26.4681	-3.44967	-26.4319	-2.71697	-1.05529	4.69696
1477010462500000	-26.4697	-2.48353	4.784	1.72862	-0.644599	lidar	5.86292	-26.674	-2.73852	-26.4815	-2.48143	-0.928411	4.72562
1477010462550000	-26.5272	-2.24814	4.78707	1.71963	-0.587377	radar	1.19319	-26.657	-1.72382	-26.5247	-2.24456	-0.80109	4.75091
1477010462600000	-26.5778	-2.04341	4.75896	1.7002	-0.578898	lidar	1.38324	-26.6691	-2.17333	-26.5616	-2.0065	-0.673434	4.77284
1477010462650000	-26.6099	-1.80494	4.75962	1.68641	-0.532678	radar	2.00044	-26.3248	-1.32261	-26.5921	-1.76744	-0.545553	4.79141
1477010462700000	-26.6073	-1.56038	4.76127	1.64893	-0.545192	lidar	1.08689	-26.4671	-1.53207	-26.6161	-1.52753	-0.417552	4.80664
1477010462750000	-26.6036	-1.32742	4.75518	1.60246	-0.5937	radar	1.69883	-26.4998	-2.19526	-26.6338	-1.28695	-0.289538	4.81852
1477010462800000	-26.6065	-1.09997	4.74414	1.57291	-0.594508	lidar	0.102922	-26.5998	-1.14277	-26.6451	-1.04586	-0.161616	4.8271
1477010462850000	-26.6369	-0.871079	4.73984	1.56107	-0.564515	radar	5.22997	-27.2008	-1.67679	-26.65	-0.804425	-0.0338883	4.83238
1477010462900000	-26.6478	-0.627247	4.75002	1.5391	-0.556303	lidar	0.461374	-26.7355	-0.59539	-26.6485	-0.562811	0.0935412	4.83439
1477010462950000	-26.6343	-0.387276	4.75665	1.49694	-0.600322	radar	2.20141	-26.9891	0.0351487	-26.6406	-0.321181	0.220572	4.83317
1477010463000000	-26.5875	-0.11027	4.79823	1.45646	-0.609205	lidar	2.52494	-26.4553	0.0602653	-26.6264	-0.0796947	0.347104	4.82874
1477010463050000	-26.5685	0.127366	4.80026	1.42693	-0.615999	radar	1.74493	-26.9537	0.136943	-26.6059	0.161489	0.473041	4.82116
1477010463100000	-26.545	0.404351	4.84484	1.40239	-0.604895	lidar	1.9138	-26.6201	0.57588	-26.5792	0.402213	0.598287	4.81045
1477010463150000	-26.534	0.642492	4.84029	1.39952	-0.543072	radar	1.75809	-26.8241	0.381506	-26.5462	0.642323	0.722748	4.79667
1477010463200000	-26.5285	0.915005	4.87789	1.38875	-0.520846	lidar	3.31053	-26.7293	1.06082	-26.5069	0.881666	0.846334	4.77986
1477010463250000	-26.4911	1.16839	4.8867	1.38796	-0.446695	radar	6.88864	-25.9562	2.60409	-26.4616	1.12009	0.968955	4.76007
1477010463300000	-26.4368	1.41053	4.88995	1.36296	-0.449573	lidar	0.0843621	-26.3986	1.42212	-26.4101	1.35745	1.09053	4.73737
1477010463350000	-26.3967	1.63436	4.8709	1.35127	-0.424147	radar	7.92474	-26.5072	-0.563928	-26.3526	1.59361	1.21096	4.71181
1477010463400000	-26.3439	1.85642	4.85434	1.33019	-0.424968	lidar	0.232379	-26.3594	1.79315	-26.2891	1.82841	1.33018	4.68345
1477010463450000	-26.2739	2.08688	4.85322	1.29623	-0.458353	radar	0.385099	-26.3475	1.82827	-26.2197	2.06173	1.44811	4.65235
1477010463500000	-26.2122	2.29383	4.82427	1.27397	-0.459117	lidar	0.72806	-26.2502	2.18481	-26.1444	2.29342	1.56467	4.61859
1477010463550000	-26.1488	2.52439	4.82044	1.26499	-0.421282	radar	0.538258	-26.069	2.27896	-26.0633	2.52336	1.67979	4.58223
1477010463600000	-26.0725	2.76358	4.83187	1.24434	-0.420213	lidar	0.10738	-26.0641	2.80701	-25.9765	2.75141	1.79339	4.54334
1477010463650000	-25.9751	2.98446	4.83541	1.19183	-0.507983	radar	3.18506	-26.3234	3.02388	-25.8841	2.97746	1.90543	4.502
1477010463700000	-25.8761	3.24859	4.88091	1.16821	-0.5035	lidar	1.70746	-25.8345	3.42005	-25.7861	3.20139	2.01582	4.45828
1477010463750000	-25.7934	3.4761	4.8825	1.14733	-0.502738	radar	2.1195	-26.1824	3.73376	-25.6826	3.42306	2.12452	4.41227
1477010463800000	-25.6863	3.68499	4.87059	1.11914	-0.507045	lidar	0.158618	-25.6666	3.63509	-25.5737	3.64239	2.23146	4.36404
1477010463850000	-25.5692	3.89377	4.865	1.08628	-0.523185	radar	1.10533	-25.5773	3.13316	-25.4596	3.85924	2.3366	4.31367
1477010463900000	-25.4992	4.08789	4.83001	1.07386	-0.509033	lidar	3.71116	-25.7492	3.99968	-25.3402	4.07353	2.43989	4.26125
1477010463950000	-25.3757	4.29227	4.82598	1.04413	-0.516814	radar	0.610121	-25.3516	3.75691	-25.2157	4.28514	2.54127	4.20686
1477010464000000	-25.216	4.50337	4.84334	1.00622	-0.530146	lidar	2.02384	-25.0214	4.52803	-25.0863	4.49399	2.64071	4.15058
1477010464050000	-25.066	4.70209	4.83973	0.986878	-0.492167	radar	9.03181	-24.2719	4.30917	-24.9518	4.69998	2.73817	4.09251
1477010464100000	-24.9466	4.89949	4.83034	0.967477	-0.486524	lidar	0.434146	-25.0363	4.88499	-24.8126	4.90303	2.83361	4.03273
1477010464150000	-24.7903	5.09095	4.83137	0.937736	-0.489555	radar	2.31977	-24.3609	4.95947	-24.6686	5.10304	2.92701	3.97132
1477010464200000	-24.624	5.29679	4.85388	0.908752	-0.493518	lidar	0.923559	-24.5041	5.35293	-24.5201	5.29995	3.01833	3.90839
1477010464250000	-24.4518	5.47184	4.85698	0.859381	-0.552773	radar	0.860059	-24.4379	5.24592	-24.367	5.49367	3.10754	3.84401
1477010464300000	-24.2639	5.6433	4.86077	0.820424	-0.566188	lidar	1.21033	-24.1159	5.61152	-24.2095	5.68414	3.19464	3.77827
1477010464350000	-24.0979	5.80604	4.85199	0.782494	-0.593269	radar	3.07075	-24.5638	4.75836	-24.0477	5.8713	3.27959	3.71127
1477010464400000	-23.922	5.96781	4.84669	0.750644	-0.596344	lidar	0.0351275	-23.9153	5.94377	-23.8818	6.05508	3.36239	3.64309
1477010464450000	-23.7786	6.16325	4.83343	0.776139	-0.458298	radar	4.94751	-23.5491	6.44495	-23.7117	6.23542	3.44302	3.57383
1477010464500000	-23.6104	6.32225	4.82246	0.75275	-0.459725	lidar	0.124294	-23.6471	6.29102	-23.5377	6.41227	3.52148	3.50357
1477010464550000	-23.4601	6.50411	4.81494	0.756756	-0.400789	radar	1.6535	-23.7544	6.53746	-23.3598	6.58559	3.59775	3.4324
1477010464600000	-23.2448	6.70797	4.87508	0.737067	-0.396525	lidar	4.18674	-23.0099	6.86182	-23.1781	6.75533	3.67185	3.36041
1477010464650000	-23.0472	6.85234	4.86804	0.71127	-0.396211	radar	5.48449	-22.7862	5.74143	-22.9928	6.92146	3.74376	3.28768
1477010464700000	-22.838	7.01999	4.89289	0.687923	-0.399218	lidar	1.10475	-22.6991	7.063	-22.804	7.08393	3.8135	3.21431
1477010464750000	-22.6249	7.15177	4.89607	0.645109	-0.446356	radar	1.71958	-22.418	6.76159	-22.6117	7.24273	3.88106	3.14038
1477010464800000	-22.4397	7.30135	4.89157	0.627531	-0.440821	lidar	0.256532	-22.5083	7.31524	-22.4161	7.39782	3.94647	3.06598
1477010464850000	-22.2118	7.41806	4.90792	0.564875	-0.539742	radar	2.75428	-22.0543	7.85452	-22.2173	7.54917	4.00974	2.99118
1477010464900000	-22.0314	7.58134	4.91423	0.556782	-0.516268	lidar	2.13843	-22.1947	7.69478	-22.0154	7.69679	4.07087	2.91607
1477010464950000	-21.8487	7.75309	4.91438	0.572718	-0.425678	radar	5.69152	-21.6178	9.0351	-21.8105	7.84064	4.12989	2.84074
1477010465000000	-21.6421	7.89709	4.92342	0.556293	-0.419091	lidar	0.108312	-21.6473	7.94	-21.6026	7.98072	4.18681	2.76526
1477010465050000	-21.4497	8.03514	4.9137	0.548722	-0.392323	radar	1.487	-21.8637	7.78661	-21.392	8.11703	4.24166	2.68971
1477010465100000	-21.2165	8.08315	4.87525	0.495909	-0.435587	lidar	4.56387	-21.0853	7.83229	-21.1787	8.24957	4.29447	2.61417
1477010465150000	-21.0241	8.24708	4.87357	0.52513	-0.31838	radar	5.87878	-20.5503	9.28616	-20.9628	8.37833	4.34526	2.53871
1477010465200000	-20.8466	8.40171	4.86925	0.529642	-0.292784	lidar	2.86911	-21.0519	8.50983	-20.7444	8.50333	4.39406	2.46341
1477010465250000	-20.6063	8.50376	4.8913	0.482782	-0.367761	radar	4.76076	-19.9265	9.40847	-20.5237	8.62457	4.4409	2.38835
1477010465300000	-20.3634	8.63324	4.92499	0.465518	-0.365169	lidar	1.40314	-20.21	8.68914	-20.3006	8.74206	4.48582	2.31358
1477010465350000	-20.1624	8.77109	4.91595	0.480757	-0.28853	radar	1.38182	-20.2277	8.8532	-20.0753	8.85583	4.52884	2.23919
1477010465400000	-19.9609	8.87886	4.89854	0.468272	-0.286654	lidar	0.550684	-20.0633	8.86724	-19.848	8.96589	4.57001	2.16524
1477010465450000	-19.7574	9.00679	4.88903	0.478492	-0.229129	radar	0.954837	-19.9264	8.78179	-19.6186	9.07227	4.60937	2.09179
1477010465500000	-19.5331	9.082	4.87233	0.451958	-0.248246	lidar	0.888883	-19.4861	8.96665	-19.3873	9.17499	4.64694	2.01891
1477010465550000	-19.294	9.18412	4.89363	0.424441	-0.285991	radar	4.54621	-18.5719	10.2069	-19.1542	9.27409	4.68278	1.94666
1477010465600000	-19.0155	9.26425	4.93119	0.392147	-0.307497	lidar	6.1623	-18.6786	9.19191	-18.9193	9.36959	4.71692	1.8751
1477010465650000	-18.7953	9.35021	4.92285	0.371219	-0.323463	radar	1.70546	-19.2825	8.98189	-18.6827	9.46154	4.7494	1.80429
1477010465700000	-18.5451	9.44641	4.94653	0.354826	-0.323073	lidar	0.790231	-18.4242	9.46852	-18.4446	9.54996	4.78028	1.73429
1477010465750000	-18.281	9.46862	4.95709	0.282714	-0.442229	radar	6.00763	-18.1634	8.72444	-18.2049	9.63492	4.80959	1.66514
1477010465800000	-18.0019	9.58463	5.02186	0.274092	-0.422789	lidar	3.90912	-17.7736	9.72478	-17.9639	9.71643	4.83737	1.59691
1477010465850000	-17.7593	9.67453	5.0231	0.279491	-0.357395	radar	2.97771	-17.2296	9.97767	-17.7214	9.79457	4.86368	1.52964
1477010465900000	-17.4907	9.77897	5.06745	0.273422	-0.340293	lidar	1.77064	-17.3436	9.88109	-17.4777	9.86936	4.88856	1.46338
1477010465950000	-17.2459	9.8502	5.07224	0.255815	-0.345803	radar	0.512847	-17.1554	10.212	-17.2328	9.94087	4.91205	1.39818
1477010466000000	-16.98	9.97245	5.12027	0.261341	-0.314767	lidar	2.24796	-16.8876	10.145	-16.9868	10.0091	4.93421	1.33408
1477010466050000	-16.7283	10.0335	5.12406	0.242102	-0.322248	radar	0.128632	-16.5958	10.1078	-16.7396	10.0743	4.95507	1.27113
1477010466100000	-16.48	10.1461	5.14708	0.248427	-0.293153	lidar	1.62275	-16.5153	10.3091	-16.4915	10.1362	4.97469	1.20937
1477010466150000	-16.227	10.2073	5.15403	0.22766	-0.311534	radar	0.663819	-16.09	10.5824	-16.2424	10.1952	4.99311	1.14883
1477010466200000	-15.982	10.2432	5.13938	0.204277	-0.3217	lidar	0.239369	-16.006	10.1843	-15.9924	10.2511	5.01039	1.08956
1477010466250000	-15.7347	10.3086	5.13647	0.201916	-0.291257	radar	0.248505	-15.7234	10.41	-15.7416	10.3041	5.02655	1.03159
1477010466300000	-15.4999	10.3145	5.1024	0.170646	-0.313218	lidar	1.19629	-15.5699	10.1904	-15.4899	10.3543	5.04166	0.974957
1477010466350000	-15.2153	10.323	5.13843	0.116684	-0.402026	radar	8.0359	-14.2385	10.9109	-15.2376	10.4016	5.05576	0.919692
1477010466400000	-14.9533	10.3812	5.15652	0.109144	-0.385444	lidar	0.510237	-14.9365	10.4722	-14.9846	10.4462	5.06889	0.865828
1477010466450000	-14.7044	10.4256	5.13486	0.124851	-0.290483	radar	6.56754	-14.724	9.63507	-14.7309	10.4882	5.0811	0.813394
1477010466500000	-14.4511	10.3986	5.11491	0.0855859	-0.323289	lidar	1.91172	-14.4088	10.222	-14.4766	10.5276	5.09243	0.762418
1477010466550000	-14.191	10.4253	5.11949	0.0762469	-0.306355	radar	0.652857	-13.9005	10.5238	-14.2218	10.5645	5.10293	0.712926
1477010466600000	-13.8994	10.5716	5.19453	0.115897	-0.231792	lidar	8.6259	-13.8049	10.9383	-13.9665	10.5989	5.11263	0.664944
1477010466650000	-13.6417	10.639	5.19285	0.140423	-0.149343	radar	1.75495	-13.3956	10.7857	-13.7107	10.631	5.12159	0.618496
1477010466700000	-13.3847	10.6451	5.18474	0.120244	-0.165839	lidar	0.547126	-13.3556	10.5517	-13.4545	10.6608	5.12983	0.573603
1477010466750000	-13.122	10.6681	5.19185	0.103268	-0.186919	radar	0.343728	-12.9374	10.8137	-13.1979	10.6884	5.13741	0.530288
1477010466800000	-12.8672	10.7666	5.20809	0.125162	-0.147313	lidar	3.8076	-12.9591	11.0099	-12.9409	10.7138	5.14436	0.48857
1477010466850000	-12.6032	10.8163	5.21753	0.127835	-0.129618	radar	1.32236	-12.2518	11.2495	-12.6836	10.7373	5.15071	0.448467
1477010466900000	-12.3569	10.7915	5.18953	0.0981229	-0.158502	lidar	1.959	-12.3713	10.6091	-12.426	10.7587	5.15651	0.409997
1477010466950000	-12.0972	10.8316	5.1911	0.104408	-0.125747	radar	0.4005	-11.9352	10.9161	-12.1681	10.7783	5.16179	0.373177
1477010467000000	-11.8488	10.8989	5.19167	0.115628	-0.103819	lidar	1.76622	-11.9451	11.0515	-11.91	10.7961	5.16658	0.338022
1477010467050000	-11.5741	10.9158	5.20852	0.100322	-0.124477	radar	2.85202	-10.9703	10.9676	-11.6516	10.8121	5.17092	0.304546
1477010467100000	-11.3367	10.9362	5.1846	0.0932028	-0.125348	lidar	0.733346	-11.4548	10.9407	-11.393	10.8265	5.17484	0.272761
1477010467150000	-11.0731	10.8599	5.1899	-0.00370897	-0.334548	radar	9.92095	-11.3472	10.5111	-11.1342	10.8394	5.17836	0.242681
1477010467200000	-10.7868	10.8259	5.21163	-0.0340217	-0.351219	lidar	2.87542	-10.6009	10.6823	-10.8753	10.8509	5.18153	0.214317
1477010467250000	-10.5313	10.823	5.20605	-0.0444406	-0.33518	radar	0.201243	-10.6563	10.8369	-10.6161	10.8609	5.18435	0.187679
1477010467300000	-10.2916	10.8183	5.18639	-0.0571579	-0.330497	lidar	0.940792	-10.4142	10.8747	-10.3569	10.8697	5.18687	0.162776
1477010467350000	-10.0363	10.8835	5.17118	-0.000671791	-0.16381	radar	6.95615	-9.90413	11.2255	-10.0976	10.8772	5.1891	0.139618
1477010467400000	-9.77808	10.9292	5.17896	0.0114233	-0.136976	lidar	1.84894	-9.83445	11.1032	-9.83809	10.8837	5.19106	0.118212
1477010467450000	-9.53737	10.9151	5.15602	-0.000434468	-0.140043	radar	4.09784	-10.195	10.3498	-9.57852	10.8891	5.19278	0.0985664
1477010467500000	-9.27939	10.9392	5.16044	0.00318988	-0.126485	lidar	0.544535	-9.3066	11.0348	-9.31887	10.8936	5.19428	0.0806865
1477010467550000	-9.02694	10.9233	5.14978	-0.00490219	-0.119108	radar	2.72739	-9.2226	10.3527	-9.05915	10.8972	5.19557	0.0645787
1477010467600000	-8.76714	10.9521	5.15712	0.00198028	-0.103077	lidar	0.805499	-8.78899	11.0707	-8.79937	10.9001	5.19667	0.050248
1477010467650000	-8.51914	10.9122	5.1412	-0.0200245	-0.124469	radar	6.68956	-8.83914	10.0319	-8.53953	10.9023	5.19759	0.0376992
1477010467700000	-8.32984	10.842	5.05919	-0.0523604	-0.15597	lidar	6.66184	-8.62045	10.6577	-8.27965	10.9039	5.19835	0.0269359
1477010467750000	-8.0735	10.8595	5.06146	-0.035454	-0.102604	radar	1.18925	-7.91543	11.1157	-8.01974	10.905	5.19896	0.0179617
1477010467800000	-7.76594	10.8915	5.12633	-0.0231734	-0.0810156	lidar	4.02391	-7.51971	11.0005	-7.75979	10.9057	5.19942	0.0107791
1477010467850000	-7.50211	10.8932	5.13079	-0.0120794	-0.0391636	radar	1.78456	-7.25987	10.6458	-7.49981	10.9061	5.19975	0.00539029
1477010467900000	-7.23366	10.8781	5.14268	-0.0188401	-0.0452613	lidar	0.51761	-7.15631	10.815	-7.23983	10.9063	5.19994	0.00179692
1477010467950000	-6.98804	10.9156	5.12727	0.017153	0.0430446	radar	3.11801	-7.39396	11.0181	-6.97983	10.9064	5.2	-7.84874e-15
RMSE:	0.100666	0.101451	0.980312	0.429381
